rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
101,7,Joseph's Gourmet Pasta Company,unclassified food/bev mfr,,Haverhill,Massachusetts,http://www.josephsgourmetpasta.com,3.147077E7,300,Private,Casey Rennick — Vice President Of Finance,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
102,7,"Kanan Enterprises, Inc.",likely co-man (D&B description),,Solon,Ohio,http://www.kingnut.com,4.0107109E7,300,Private,Martin Kanan — President And Chief Executive Officer,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
103,7,"Knouse Foods Cooperative, Inc.",likely co-man (D&B description),,Peach Glen,Pennsylvania,http://www.knouse.com,3.2127115E8,1099,Private,Richard Difrischia — Chief Executive Officer,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
104,7,"Kozy Shack Enterprises, LLC",unclassified food/bev mfr,,Hicksville,New York,http://www.kozyshack.com,2.7315475E7,450,Private,Robert Striano — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
105,7,Leprino Foods Company,likely co-man (D&B description),,Denver,Colorado,http://www.leprinofoods.com,6.666590100000001E7,4000,Private,Lance Fitzsimmons — President Chief Executive Officer,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
106,7,LiDestri Food and Drink,confirmed co-man (public sweep),wet-frozen-supplements,Fairport,NY,https://www.lidestrifoods.com,,"~1,000-1,200",,,0,0,John LiDestri (Co-CEO),verified co-man (public sweep); Northeast,not contacted,,
107,7,Louis Dreyfus Company Fort Bend Corp.,likely co-man (D&B description),,Sugar Land,Texas,http://www.imperialsugarcompany.com,9.0399216E7,530,Private,Louis Bolognini — SENIOR VICE PRESIDENT,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
108,7,Madelaine Chocolate Company,confirmed co-man (public sweep),snack-bakery,Rockaway Beach,NY,https://madelainechocolate.com,,200-300 (seasonal; 2018 Crain's),,,0,0,Jorge Farber (President & CEO),verified co-man (public sweep); Northeast,not contacted,,
109,7,Mafco Worldwide Corporation,unclassified food/bev mfr,,Mount Laurel,New Jersey,http://www.mafco.com,2.1912746E7,230,Private,Lee Collison — Senior Vice President Chief Supply Chain Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
110,7,Magic Spoon Inc.,unclassified food/bev mfr,,New York,New York,http://www.magicspoon.com,8.3966232E7,55,Private,Gregory Sewitz — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
111,7,Major Products Co. Inc.,unclassified food/bev mfr,,Little Ferry,New Jersey,http://www.majorproducts.com,3.7838875E7,120,Private,Valerie Leimer — Chief Operating Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
112,7,Makers Nutrition,confirmed co-man (public sweep),wet-frozen-supplements,Hauppauge,NY,https://www.makersnutrition.com,,,,,0,0,Jason Provenzano (Founder; President & CEO),verified co-man (public sweep); Northeast,not contacted,,
113,7,"Mass. Bay Brewing Company, Inc.",unclassified food/bev mfr,,Boston,Massachusetts,http://www.harpoonbrewery.com,4.9919357E7,169,Private,Daniel Kenary — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
114,7,Mayer Brothers,confirmed co-man (public sweep),beverage,West Seneca,NY,https://mayerbrothers.com/,,,,,0,0,John A. Mayer (Principal (per D&B)),verified co-man (public sweep); Northeast,not contacted,,
115,7,Melville Candy Corporation,unclassified food/bev mfr,,Randolph,Massachusetts,http://www.melvillecandy.com,2.5103056E7,117,Private,Joseph Melville — Owner And Director,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
116,7,"N.V.E., Inc.",unclassified food/bev mfr,,Andover,New Jersey,http://www.nveusa.com,2.650106E7,220,Private,Art Prindle — Vice President Of Sales,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
117,7,New England Partnership Inc.,unclassified food/bev mfr,,Norwood,Massachusetts,http://www.newenglandcoffee.com,2.3623964E7,200,Private,James Dostou — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
118,7,Ngp Management LLC,unclassified food/bev mfr,,Haverhill,Massachusetts,http://www.ngpmanagement.com,2.2361122E7,1600,Private,Constantine Scrivanos — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
119,7,Nitta Casings Inc.,unclassified food/bev mfr,,Bridgewater,New Jersey,http://www.nittacasings.com,2.3603781E7,165,Private,BRUCE Zacharias — Finance Vice President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
120,7,NutraScience Labs,confirmed co-man (public sweep),wet-frozen-supplements,Farmingdale,NY,https://www.nutrasciencelabs.com,,,,,0,0,Vincent Tricarico (COO & Executive Vice President),verified co-man (public sweep); Northeast,not contacted,,
121,7,"O.K. Industries, Inc.",likely co-man (D&B description),,Fort Smith,Arkansas,http://www.okfoods.com,4.1884331E7,4000,Private,Ronald Brown — Senior Vice President,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
122,7,"Ocean Spray International Services, Inc.",unclassified food/bev mfr,,Lakeville,Massachusetts,http://www.oceanspraymocktails.com,2.4695282E7,400,Private,Michael Mallozzi — Principal Fsqa Scientist Bevnet Lead Sanitation And Pest Control,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
123,7,"Overhill Farms, Inc.",likely co-man (D&B description),,Vernon,California,http://www.overhillfarms.com,8.1398827E7,94,Private,James Rudis — President,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
124,7,Paulaur Corporation,unclassified food/bev mfr,,Cranbury,New Jersey,http://www.paulaur.com,2.2468815E7,100,Private,Melany Shimp — Chief Operating Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
125,7,"Pepsi-Cola Bottling Company of New York, Inc.",unclassified food/bev mfr,,College Point,New York,http://www.pepsico.com,4.7794365E7,1300,Private,Harold Honickman — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
126,7,"Pepsi-Cola Newburgh Bottling Co., Inc.",unclassified food/bev mfr,,Newburgh,New York,http://www.pepsicolaofthehudsonvalley.com,2.3390408E7,150,Private,Tim Tenney — President Ceo,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
127,7,"Pepsi-Cola and National Brand Beverages, Ltd.",unclassified food/bev mfr,,Pennsauken,New Jersey,http://www.pepsi-nj.com,4.4920395E7,425,Private,Walter Wilkinson — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
128,7,"Perry's Ice Cream Company, Inc.",unclassified food/bev mfr,,Akron,New York,http://www.perrysicecream.com,3.544302E7,300,Private,Robert Denning — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
129,7,"Piantedosi Baking Co., Inc.",unclassified food/bev mfr,,Malden,Massachusetts,http://www.piantedosi.com,2.8946396E7,240,Private,Anthony Roscillo — Chief Operating Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
130,7,"Plenus Group, Inc.",unclassified food/bev mfr,,Lowell,Massachusetts,http://www.pgifoods.com,2.5364435E7,50,Private,Stephen Post — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
131,7,"Post Consumer Brands, LLC",likely co-man (D&B description),,Lakeville,Minnesota,http://www.postconsumerbrands.com,2.5991797000000003E8,405,Private,Michelle Krebs — Principal Recruiter,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
132,7,"Premio Foods, Inc.",unclassified food/bev mfr,,Fair Lawn,New Jersey,http://www.premiofoods.com,8.6678429E7,160,Private,Steven Cinque — Vice President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
133,7,Private Label Foods of Rochester,confirmed co-man (public sweep),wet-frozen-supplements,Rochester,NY,https://privatelabelfoods.com,,~28 (ZoomInfo),,,0,0,Bonnie Lavorato (CEO & President),verified co-man (public sweep); Northeast,not contacted,,
134,7,Puratos Corporation,unclassified food/bev mfr,,Pennsauken,New Jersey,http://www.puratos.us,5.1633313E8,1300,Private,Annmarie Earle — Finance Vice President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
135,7,"Rhino Foods, Inc.",unclassified food/bev mfr,,Burlington,Vermont,http://www.rhinofoods.com,2.8433544E7,219,Private,Mike Whitney — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
136,7,Rockland Bakery Inc.,unclassified food/bev mfr,,Nanuet,New York,http://www.rocklandbakery.com,4.7251175E7,450,Private,Sal Battaglia — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
137,7,"Rosina Food Products, Inc.",unclassified food/bev mfr,,Buffalo,New York,http://www.rosina.com,2.8735352E7,178,Private,Alejandra Andujar — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
138,7,Royal Wine Corporation,unclassified food/bev mfr,,Bayonne,New Jersey,http://www.royalwine.com,4.4271E7,202,Private,Efrem Schnoll — chief financial officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
139,7,"SEATRADE INTERNATIONAL CO., LLC",unclassified food/bev mfr,,New Bedford,Massachusetts,http://www.eastcoastseafoodgroup.com,1.8E8,60,Private,Teressa Blanchett — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
140,7,"Sabatino North America, LLC",unclassified food/bev mfr,,West Haven,Connecticut,http://www.sabatino1911.com,2.4928904E7,85,Private,Vincent Jeanseaume — Vice President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
141,7,Saturn Petcare Inc.,unclassified food/bev mfr,,Lincoln Park,New Jersey,,4.896994E7,388,Private,Maarten Moog — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
142,7,"Seabrook Brothers & Sons, Inc.",unclassified food/bev mfr,,Bridgeton,New Jersey,http://www.seabrookfarms.com,4.6308903E7,200,Private,Wes Seabrook — Vice President Engineering,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
143,7,"Setton's International Foods, Inc.",unclassified food/bev mfr,,Commack,New York,http://www.settonfarms.com,8.5186493E7,370,Private,Harris Cohen — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
144,7,"SmartPak Equine, LLC",unclassified food/bev mfr,,Plymouth,Massachusetts,http://www.smartpakequine.com,3.2304713999999996E7,588,Private,Katie Troyanoski — President And Cmo,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
145,7,"Spindrift Beverage Co., Inc.",unclassified food/bev mfr,,Newton,Massachusetts,http://www.drinkspindrift.com,9.6644249E7,200,Private,Chad Palma — President Of Sales,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
146,7,The Pictsweet Company,likely co-man (D&B description),,Bells,Tennessee,http://www.pictsweetfarms.com,4.0331735E8,1200,Private,Wesley Eubanks — President,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
147,7,"Thumann, Incorporated",unclassified food/bev mfr,,Carlstadt,New Jersey,http://www.thumanns.com,8.1181496E7,205,Private,Robert Burke — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
148,7,"Tower Isles Frozen Foods, Ltd.",unclassified food/bev mfr,,Brooklyn,New York,http://www.towerislespatties.com,2.0E7,73,Private,Patrick Jolly — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
149,7,Two Roads Brewing Company,confirmed co-man (public sweep),beverage,Stratford,CT,https://tworoadsbrewing.com/,,,,,0,0,Brad Hittle (CEO & Co-founder),verified co-man (public sweep); Northeast,not contacted,,
150,7,"Ventura Foods, LLC",likely co-man (D&B description),,Irvine,California,http://www.venturafoods.com,2.0512917000000002E9,2600,Private,Christopher Furman — President,3,3,,D&B text mentions contract/private-label; 3 email(s) in Hoovers; large,not contacted,,
151,7,"Virginia Dare Extract Co., Inc.",unclassified food/bev mfr,,Brooklyn,New York,http://www.virginiadare.com,6.8261688E7,175,Private,Howard Smith — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
152,7,Vitaquest International,confirmed co-man (public sweep),wet-frozen-supplements,West Caldwell,NJ,https://vitaquest.com,$100-249.9M (ZoomInfo est.),500-999 (ZoomInfo est.),,,0,0,Patrick Brueggman (President & CEO),verified co-man (public sweep); Northeast,not contacted,,
153,7,"Welch Foods Inc., A Cooperative",unclassified food/bev mfr,,Waltham,Massachusetts,http://www.welchs.com,7.6683148E8,1000,Private,Trevor Bynum — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
154,7,"West Liberty Foods, L.L.C.",likely co-man (D&B description),,West Liberty,Iowa,http://www.wlfoods.com,4.771554E8,1650,Private,Andrew Beasmore — Chief Financial Officer,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
155,7,Wonton Food Inc.,unclassified food/bev mfr,,Brooklyn,New York,http://www.wontonfood.com,6.379723E7,200,Private,David Rudofsky — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
156,7,"Wyandot USA, LLC",likely co-man (D&B description),,Marion,Ohio,http://www.wyandotsnacks.com,2.4628695E7,300,Private,Rex Parrott — President Chief Operating Officer,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
